1002.0	1011.0
9076.0	9433.0
4157.0	4193.0
7598.0	7846.0
70.0	71.0
1134.0	1145.0
2253.0	2268.0
10167.0	10605.0
3218.0	3237.0
402.0	407.0
4604.0	4646.0
1102.0	1113.0
10384.0	10845.0
2020.0	2034.0
6553.0	6699.0
3193.0	3210.0
7040.0	7243.0
10280.0	10733.0
5236.0	5296.0
11526.0	12095.0
3229.0	3248.0
1343.0	1352.0
822.0	830.0
4580.0	4619.0
9640.0	10034.0
360.0	364.0
8652.0	8988.0
5213.0	5268.0
676.0	681.0
8199.0	8492.0
1052.0	1061.0
2995.0	3010.0
9583.0	9970.0
3983.0	4017.0
10684.0	11152.0
10412.0	10872.0
6629.0	6788.0
10381.0	10842.0
10744.0	11220.0
2007.0	2021.0
1987.0	2000.0
631.0	636.0
2108.0	2120.0
7761.0	8025.0
5160.0	5209.0
11782.0	12356.0
7195.0	7407.0
3385.0	3413.0
5497.0	5581.0
5510.0	5595.0
182.0	184.0
711.0	718.0
11769.0	12344.0
5885.0	5989.0
2580.0	2597.0
4194.0	4231.0
8976.0	9326.0
11704.0	12284.0
11553.0	12128.0
11251.0	11794.0
10780.0	11262.0
10826.0	11315.0
5682.0	5775.0
2501.0	2518.0
1730.0	1742.0
6196.0	6317.0
5871.0	5973.0
8972.0	9321.0
2314.0	2329.0
10399.0	10860.0
2922.0	2937.0
1198.0	1210.0
8117.0	8402.0
3418.0	3446.0
8005.0	8288.0
4908.0	4955.0
10454.0	10914.0
8239.0	8531.0
11001.0	11505.0
4364.0	4400.0
5076.0	5125.0
3931.0	3965.0
8971.0	9320.0
2047.0	2061.0
7560.0	7803.0
4621.0	4665.0
11552.0	12127.0
4499.0	4537.0
4563.0	4602.0
2202.0	2216.0
9545.0	9926.0
7295.0	7516.0
11601.0	12176.0
8679.0	9016.0
1329.0	1338.0
1811.0	1823.0
2226.0	2241.0
7127.0	7329.0
4619.0	4663.0
3547.0	3576.0
7552.0	7795.0
526.0	530.0
7393.0	7618.0
1480.0	1488.0
10294.0	10748.0
2235.0	2250.0
1808.0	1820.0
5631.0	5723.0
4879.0	4925.0
5336.0	5408.0
6959.0	7156.0
1097.0	1108.0
2621.0	2639.0
10719.0	11193.0
6990.0	7190.0
2399.0	2416.0
3946.0	3980.0
7011.0	7212.0
6861.0	7047.0
6849.0	7030.0
6897.0	7084.0
4822.0	4868.0
2496.0	2513.0
2805.0	2819.0
10934.0	11437.0
1391.0	1400.0
11260.0	11804.0
3487.0	3514.0
3802.0	3837.0
8028.0	8315.0
5156.0	5205.0
7472.0	7709.0
5166.0	5216.0
423.0	428.0
6709.0	6883.0
11319.0	11870.0
522.0	526.0
3204.0	3222.0
680.0	685.0
10190.0	10629.0
6297.0	6432.0
10838.0	11327.0
7188.0	7399.0
533.0	537.0
8401.0	8717.0
11405.0	11965.0
6558.0	6706.0
10614.0	11074.0
2885.0	2899.0
7272.0	7494.0
87.0	88.0
7448.0	7681.0
6485.0	6621.0
2169.0	2183.0
500.0	504.0
8937.0	9286.0
3868.0	3903.0
885.0	892.0
7024.0	7224.0
6555.0	6701.0
9853.0	10275.0
7972.0	8254.0
7329.0	7553.0
1142.0	1153.0
2343.0	2360.0
3305.0	3329.0
1736.0	1748.0
3260.0	3284.0
5979.0	6090.0
10066.0	10509.0
2680.0	2696.0
6741.0	6917.0
462.0	466.0
946.0	955.0
1766.0	1778.0
10618.0	11077.0
10046.0	10489.0
5310.0	5376.0
2274.0	2289.0
10284.0	10737.0
5941.0	6049.0
10488.0	10950.0
3675.0	3709.0
9768.0	10178.0
4037.0	4072.0
1310.0	1319.0
6444.0	6584.0
6815.0	6994.0
4943.0	4990.0
11400.0	11960.0
2118.0	2130.0
4615.0	4659.0
321.0	323.0
3011.0	3026.0
168.0	170.0
9431.0	9804.0
9603.0	9993.0
3684.0	3719.0
4410.0	4445.0
2852.0	2867.0
9556.0	9939.0
9436.0	9809.0
4183.0	4220.0
3197.0	3214.0
4610.0	4653.0
11502.0	12069.0
2119.0	2131.0
11453.0	12016.0
1803.0	1815.0
6395.0	6530.0
5726.0	5822.0
3939.0	3973.0
4634.0	4678.0
7667.0	7924.0
1016.0	1025.0
6384.0	6518.0
9558.0	9941.0
2516.0	2532.0
5108.0	5158.0
2917.0	2932.0
10910.0	11412.0
311.0	313.0
4337.0	4373.0
9822.0	10237.0
4927.0	4974.0
8697.0	9032.0
5275.0	5336.0
3035.0	3050.0
3747.0	3782.0
4260.0	4296.0
8940.0	9289.0
448.0	452.0
9211.0	9569.0
172.0	174.0
6148.0	6270.0
92.0	93.0
2667.0	2683.0
